City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
SONORA,TUOLUMNE,CA,US,circle,30,It was a Metallic ball in the sky that moved at very high speed&#39s,37.9841667,-120.3811111,2008,8,2,11,0,2008,10,31,37.9841667,-120.3811111,2008-08-02,2008,22.58,51.2,UFO,55620,2020 Decennial Census
STOCKTON,SAN JOAQUIN,CA,US,fireball,6,On 08/02/2008 at approximately 2AM&#44 my passenger and I witnessed a large burning object falling SW near Cal State Univ. - Stockton,37.9577778,-121.2897222,2008,8,2,2,0,2008,8,12,37.9577778,-121.2897222,2008-08-02,2008,6.95,63.2,UFO,779233,2020 Decennial Census
CULVER CITY,LOS ANGELES,CA,US,chevron,15,I was taking the dog out and as I got to the door I looked up and saw a very large craft with a light pattern on the bottom which I hav,34.0211111,-118.3955556,2008,8,5,2,0,2008,8,12,34.0211111,-118.3955556,2008-08-05,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
IRVINE,ORANGE,CA,US,light,7,A light in the night sky that wobbled&#44 changed direction and zoomed off at an astonishing rate of speed,33.6694444,-117.8222222,2008,8,6,21,30,2008,8,12,33.6694444,-117.8222222,2008-08-06,2008,7.18,64.3,UFO,3186989,2020 Decennial Census
CHULA VISTA,SAN DIEGO,CA,US,oval,100,Slow Moving&#44 Oval shaped&#44 very low in the sky&#44 and a very bright white&#44and it vanished&#8230;  ((NUFORC Note:  ISS?  PD)),32.64,-117.0833333,2008,8,7,21,5,2008,8,12,32.64,-117.0833333,2008-08-07,2008,8.94,63.6,UFO,3298634,2020 Decennial Census
DUBLIN,ALAMEDA,CA,US,circle,30,Bright Still Light&#44 After 15-20 Seconds sped away with greenish light. too low and too fast to be a plane,37.7022222,-121.9347222,2008,8,7,21,30,2009,1,10,37.7022222,-121.9347222,2008-08-07,2008,9.59,59.3,UFO,1682353,2020 Decennial Census
PASO ROBLES,SAN LUIS OBISPO,CA,US,cigar,30,A silver shiny cigar shaped object hovering 300 ft above the ground in Paso Robles.,35.6266667,-120.69,2008,8,7,9,43,2008,10,31,35.6266667,-120.69,2008-08-07,2008,11.01,60,UFO,282424,2020 Decennial Census
CHULA VISTA,SAN DIEGO,CA,US,circle,120,Small white dot&#44 moved relativily slowly shows continuously at App. 9:00 PM PST,32.64,-117.0833333,2008,8,8,21,0,2008,8,12,32.64,-117.0833333,2008-08-08,2008,8.94,63.6,UFO,3298634,2020 Decennial Census
ORANGEVALE,SACRAMENTO,CA,US,circle,10,Round ball of eluminating light  which was whitish blue Explodes and the pieces stayed elumanated&#33,38.6786111,-121.2247222,2008,8,8,23,0,2008,10,31,38.6786111,-121.2247222,2008-08-08,2008,10.35,63.3,UFO,1585055,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,other,420,Two orange &quot;X&quot; objects,32.7152778,-117.1563889,2008,8,8,22,0,2008,8,12,32.7152778,-117.1563889,2008-08-08,2008,8.94,63.6,UFO,3298634,2020 Decennial Census
SUNNYVALE,SANTA CLARA,CA,US,egg,60,Reflective silver object&#44 possibly orb or egg shaped flying near some fighter jets this afternoon in Sunnyvale&#44 CA,37.3688889,-122.0352778,2008,8,8,15,0,2008,8,12,37.3688889,-122.0352778,2008-08-08,2008,13.01,58.4,UFO,1936259,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,sphere,240,Saw four spheres in the sky&#44 paired up&#44 and moving oddly.,37.5483333,-121.9875,2008,8,9,13,0,2008,8,12,37.5483333,-121.9875,2008-08-09,2008,9.59,59.3,UFO,1682353,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,light,300,Silver Objects Hovering Above Los Angeles,34.0522222,-118.2427778,2008,8,9,17,30,2008,8,12,34.0522222,-118.2427778,2008-08-09,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
OLEMA,MARIN,CA,US,triangle,30,Olema&#44 Ca. UFO sighting,38.0408333,-122.7869444,2008,8,9,23,0,2008,8,12,38.0408333,-122.7869444,2008-08-09,2008,18.5,55.5,UFO,262321,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,rectangle,120,My cousin says whats that a bird? i look up to see a rectangular object moving across the night sky.,35.3733333,-119.0177778,2008,8,10,23,0,2008,8,12,35.3733333,-119.0177778,2008-08-10,2008,4.34,63.8,UFO,909235,2020 Decennial Census
DELANO,KERN,CA,US,unknown,1800,Possible UFO over NORTH WEST of  California Close to San JOSE  Calif.,35.7688889,-119.2461111,2008,8,11,23,0,2008,8,12,35.7688889,-119.2461111,2008-08-11,2008,4.34,63.8,UFO,909235,2020 Decennial Census
NAPA,NAPA,CA,US,light,60,Intense blue lights&#44 disturbing guttural noises.,38.2972222,-122.2844444,2008,8,12,23,59,2008,10,31,38.2972222,-122.2844444,2008-08-12,2008,17.57,60.2,UFO,138019,2020 Decennial Census
BRENTWOOD,CONTRA COSTA,CA,US,oval,900,I observed an object in the north-easterly skies at approximately 4:30 pm on this Saturday. The object became evident when I was observ,37.9319444,-121.6947222,2008,8,13,16,30,2008,10,31,37.9319444,-121.6947222,2008-08-13,2008,9.92,60.7,UFO,1165927,2020 Decennial Census
MENDOTA,FRESNO,CA,US,light,180,three bright beams of light near highway&#44 swooping and hovering&#44 searching ground,36.7536111,-120.3805556,2008,8,13,21,15,2008,10,31,36.7536111,-120.3805556,2008-08-13,2008,11.13,57.1,UFO,1008654,2020 Decennial Census
NIPOMO,SAN LUIS OBISPO,CA,US,oval,240,2 witnesses see a yellow light fly across the sky from Nipomo&#44 CA at 1 in the morning on  08/13/2008.,35.0427778,-120.475,2008,8,13,1,0,2008,10,31,35.0427778,-120.475,2008-08-13,2008,11.01,60,UFO,282424,2020 Decennial Census
NORWALK,LOS ANGELES,CA,US,light,300,Red Light Making Physically Impossible Movements for An Aircraft Witnessed By Three People.,33.9022222,-118.0808333,2008,8,13,21,0,2012,7,4,33.9022222,-118.0808333,2008-08-13,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
ELVERTA,SACRAMENTO,CA,US,rectangle,4,Large extremely fast moving object over Northern California on Thursday August 14th 2008.,38.7138889,-121.4616667,2008,8,14,21,0,2008,10,31,38.7138889,-121.4616667,2008-08-14,2008,10.35,63.3,UFO,1585055,2020 Decennial Census
ROSEVILLE,PLACER,CA,US,egg,480,Three crafts hovered over head&#44 apparently examining me&#44 then departed.,38.7522222,-121.2869444,2008,8,14,1,30,2008,10,31,38.7522222,-121.2869444,2008-08-14,2008,21.44,54.7,UFO,404739,2020 Decennial Census
NORTH HIGHLANDS,SACRAMENTO,CA,US,light,2100,A BRIGHT LIGHT DANCING IN THE SKY FOR 35 TO 40 MINUTES ZIG-ZAGGING FAST AND SLOW,38.6858333,-121.3711111,2008,8,16,10,40,2008,10,31,38.6858333,-121.3711111,2008-08-16,2008,10.35,63.3,UFO,1585055,2020 Decennial Census
NAPA,NAPA,CA,US,light,420,Orange light vanishes&#44 followed by sonic boom.,38.2972222,-122.2844444,2008,8,17,3,30,2008,10,31,38.2972222,-122.2844444,2008-08-17,2008,17.57,60.2,UFO,138019,2020 Decennial Census
PACOIMA,NA,CA,US,light,180,My sister&#44 some friends and I were standing in the back yard. When my sister said look what the hell is that? In the Northeast sky we s,34.2625,-118.4261111,2008,8,17,8,45,2008,10,31,34.2625,-118.4261111,2008-08-17,2008,NA,NA,UFO,NA,NA
TRABUCO CANYON,ORANGE,CA,US,oval,1200,two orbs moving in the sky changing direction so quickly and in a fashion of no aircraft I know of can do,33.6625,-117.5894444,2008,8,19,23,25,2008,10,31,33.6625,-117.5894444,2008-08-19,2008,7.18,64.3,UFO,3186989,2020 Decennial Census
MODESTO,STANISLAUS,CA,US,unknown,1800,This bright colorful light was spinning it seemed like far away in the north east sky.   ((NUFORC Note:  Probable star.  PD)),37.6391667,-120.9958333,2008,8,21,1,0,2008,10,31,37.6391667,-120.9958333,2008-08-21,2008,7.54,62.6,UFO,552878,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,disk,120,Metallic saucer-like object seen over San Francisco Beach,37.775,-122.4183333,2008,8,21,20,0,2008,10,31,37.775,-122.4183333,2008-08-21,2008,13.16,56.1,UFO,873965,2020 Decennial Census
LONG BEACH,LOS ANGELES,CA,US,triangle,300,Perfect pulsating triangle over the freeway near the airport.,33.7669444,-118.1883333,2008,8,22,21,39,2008,10,31,33.7669444,-118.1883333,2008-08-22,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
REDONDO BEACH,LOS ANGELES,CA,US,disk,60,Circular aircraft with white/blue lights around edges and 2 red lights on opposing sides,33.8491667,-118.3875,2008,8,22,22,34,2008,10,31,33.8491667,-118.3875,2008-08-22,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
PALMDALE,LOS ANGELES,CA,US,cylinder,120,It appeared over head&#44 as if materializing&#44 I saw no heat trail from entering the atmosphere&#44 just a spot of light.,34.5794444,-118.1155556,2008,8,23,22,15,2008,10,31,34.5794444,-118.1155556,2008-08-23,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
THOUSAND OAKS,VENTURA,CA,US,oval,30,Bright blue flare enters atmosphere&#44 quickly shifts horizontal&#44 gains altitude for 7 secs&#44 blinks blue 24 times while descending fully,34.1705556,-118.8366667,2008,8,23,22,45,2008,10,31,34.1705556,-118.8366667,2008-08-23,2008,12.36,58.6,UFO,843843,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,changing,420,orange light in sky in western sky,35.3733333,-119.0177778,2008,8,24,19,0,2008,10,31,35.3733333,-119.0177778,2008-08-24,2008,4.34,63.8,UFO,909235,2020 Decennial Census
GARDENA,LOS ANGELES,CA,US,cigar,180,White/Silver cigar shaped craft dissappears behind powerlines,33.8883333,-118.3080556,2008,8,24,18,0,2008,10,31,33.8883333,-118.3080556,2008-08-24,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
LA PALMA,ORANGE,CA,US,sphere,300,2 purpish balls of light&#44ping ponging in the darkness&#44one shot a beam of white light in my eye&#44i was in my room,33.8463889,-118.0458333,2008,8,26,1,0,2008,10,31,33.8463889,-118.0458333,2008-08-26,2008,7.18,64.3,UFO,3186989,2020 Decennial Census
BEVERLY HILLS,LOS ANGELES,CA,US,flash,10,I was at a birthday bash of my friend&#44 in the beverly hills area and there in the sky suddently were two flashing lights from the sky.,34.0736111,-118.3994444,2008,8,28,12,0,2008,10,31,34.0736111,-118.3994444,2008-08-28,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
SANTA MARIA,SANTA BARBARA,CA,US,sphere,60,OBSERVED A SLOW MOVING OBJECT OVER SANTA MARIA&#44 CA. THEN IT SUDDENLY VANISHED.  ((Satellite??)),34.9530556,-120.4347222,2008,8,28,18,0,2008,10,31,34.9530556,-120.4347222,2008-08-28,2008,15.2,58.6,UFO,448229,2020 Decennial Census
CUPERTINO,SANTA CLARA,CA,US,sphere,2,Bright spherical object streaking west to east in skys over San Jose,37.323055600000004,-122.0311111,2008,8,29,22,15,2008,10,31,37.323055600000004,-122.0311111,2008-08-29,2008,13.01,58.4,UFO,1936259,2020 Decennial Census
PETALUMA,SONOMA,CA,US,sphere,1800,Small white point of light seen jumping around randomly and disappearing then reappearing,38.2325,-122.6355556,2008,8,31,2,30,2008,10,31,38.2325,-122.6355556,2008-08-31,2008,21.23,57.3,UFO,488863,2020 Decennial Census
GARDENA,LOS ANGELES,CA,US,chevron,600,Cheveron shaped object seen above the skies of SouthBay area near LAX.,33.8883333,-118.3080556,2008,9,1,22,10,2008,10,31,33.8883333,-118.3080556,2008-09-01,2008,10.08,64,UFO,10014009,2020 Decennial Census
MARTINEZ,CONTRA COSTA,CA,US,light,240,Light travels across sky then takes off like a shot,38.0194444,-122.1330556,2008,9,3,21,0,2008,10,31,38.0194444,-122.1330556,2008-09-03,2008,9.92,61.8,UFO,1165927,2020 Decennial Census
MODESTO,STANISLAUS,CA,US,triangle,90,Low level Triangular shaped aircraft with many red and white flashing lights,37.6391667,-120.9958333,2008,9,4,21,15,2008,10,31,37.6391667,-120.9958333,2008-09-04,2008,7.54,63.8,UFO,552878,2020 Decennial Census
LAGUNA WOODS,ORANGE,CA,US,circle,1800,Circular Ring having blinking colored lights&#44 hovering&#44 doing roller-coaster type dips&#44 turns&#44 climbs.  (( Model airplane.)),33.6102778,-117.7244444,2008,9,5,21,0,2008,10,31,33.6102778,-117.7244444,2008-09-05,2008,7.19,65.3,UFO,3186989,2020 Decennial Census
MURRIETA,RIVERSIDE,CA,US,light,600,extremely rapiding blinking red light meets with other&#44  then both go back from original spotted location.,33.5538889,-117.2130556,2008,9,5,23,10,2008,10,31,33.5538889,-117.2130556,2008-09-05,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,circle,180,Two fireballs in the night sky in San Diego,32.7152778,-117.1563889,2008,9,5,23,10,2008,10,31,32.7152778,-117.1563889,2008-09-05,2008,8.95,64.8,UFO,3298634,2020 Decennial Census
MANTECA,SAN JOAQUIN,CA,US,unknown,600,big blob of blinking rainbow lights,37.7975,-121.215,2008,9,6,1,57,2008,10,31,37.7975,-121.215,2008-09-06,2008,6.95,64.3,UFO,779233,2020 Decennial Census
PASO ROBLES,SAN LUIS OBISPO,CA,US,cigar,12,fireball followed by unusual aircraft,35.6266667,-120.69,2008,9,6,23,30,2008,10,31,35.6266667,-120.69,2008-09-06,2008,11.01,61.1,UFO,282424,2020 Decennial Census
RIDGECREST,KERN,CA,US,light,15,Light went from dim to very bright and then to disappearing into the nights sky.,35.6225,-117.67,2008,9,6,20,30,2008,10,31,35.6225,-117.67,2008-09-06,2008,4.35,65.1,UFO,909235,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,egg,300,White egg object Hovered then speed off with great speed,37.3394444,-121.8938889,2008,9,7,10,30,2008,10,31,37.3394444,-121.8938889,2008-09-07,2008,13.01,59.5,UFO,1936259,2020 Decennial Census
WOODLAND HILLS,NA,CA,US,cigar,5,Daylight Cigar / Cylinder Shape Flying Object,34.1683333,-118.605,2008,9,10,9,50,2008,10,31,34.1683333,-118.605,2008-09-10,2008,NA,NA,UFO,NA,NA
DUBLIN,ALAMEDA,CA,US,disk,300,We saw these white lights moving in a circular motion and couldn&#39t believe our eyes.,37.7022222,-121.9347222,2008,9,12,20,25,2008,10,31,37.7022222,-121.9347222,2008-09-12,2008,9.59,60.4,UFO,1682353,2020 Decennial Census
MATHER,NA,CA,US,oval,20,a glowing craft appeared over our house and hovered&#44 vibrated and zipped around slighty and disappeared in an instant,37.8822222,-119.8547222,2008,9,12,21,25,2008,10,31,37.8822222,-119.8547222,2008-09-12,2008,NA,NA,UFO,NA,NA
SAN DIEGO,SAN DIEGO,CA,US,fireball,180,3 orange glowing balls above san diego.  sighted in pacific beach at around 11 pm.  they moved north and then straight up,32.7152778,-117.1563889,2008,9,12,23,0,2008,10,31,32.7152778,-117.1563889,2008-09-12,2008,8.95,64.8,UFO,3298634,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,fireball,7,Facing north&#44 at about 2 o&#39clock high&#44 I saw a bright ball of light (an electromagnetic spacecraft) make an abrupt turn from NW to NE a,37.3394444,-121.8938889,2008,9,12,20,30,2008,10,31,37.3394444,-121.8938889,2008-09-12,2008,13.01,59.5,UFO,1936259,2020 Decennial Census
STOCKTON,SAN JOAQUIN,CA,US,sphere,300,Spherical black UFO over Stockton,37.9577778,-121.2897222,2008,9,12,16,40,2008,10,31,37.9577778,-121.2897222,2008-09-12,2008,6.95,64.3,UFO,779233,2020 Decennial Census
RANCHO CUCAMONGA,SAN BERNARDINO,CA,US,diamond,60,Rancho Cucamonga Daytime Diamond Shaped Object,34.1063889,-117.5922222,2008,9,13,17,45,2008,10,31,34.1063889,-117.5922222,2008-09-13,2008,3.67,69.8,UFO,2181654,2020 Decennial Census
HEMET,RIVERSIDE,CA,US,unknown,60,UFO spotted over Hemet&#44 CA around 8:49pm Sep. 14&#44 2008,33.7475,-116.9711111,2008,9,14,16,49,2008,10,31,33.7475,-116.9711111,2008-09-14,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
PLEASANT HILL,CONTRA COSTA,CA,US,disk,15,Flying objects over Pleasant Hill&#44 CA  09/14/2008,37.948055600000004,-122.0597222,2008,9,14,10,40,2008,10,31,37.948055600000004,-122.0597222,2008-09-14,2008,9.92,61.8,UFO,1165927,2020 Decennial Census
SAN JUAN CAPISTRANO,ORANGE,CA,US,circle,300,Rapid moving white light seen flying beneath full moon&#44 9-14-2008&#44 from San Juan Capistrano&#44 Orange County&#44 CA,33.5016667,-117.6616667,2008,9,14,21,50,2008,10,31,33.5016667,-117.6616667,2008-09-14,2008,7.19,65.3,UFO,3186989,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,egg,20,Slow moving black egg shaped object hovering down from sky,33.9533333,-117.3952778,2008,9,17,20,0,2008,10,31,33.9533333,-117.3952778,2008-09-17,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,other,12,Fluorescent white wing like ship traveling north west&#44 slow&#44 no sound&#44 over roof of house at 4am.,33.9533333,-117.3952778,2008,9,17,4,0,2008,10,31,33.9533333,-117.3952778,2008-09-17,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,triangle,3600,I saw five crafts in the sky.,32.7152778,-117.1563889,2008,9,18,3,0,2008,10,31,32.7152778,-117.1563889,2008-09-18,2008,8.95,64.8,UFO,3298634,2020 Decennial Census
CATHEDRAL CITY,RIVERSIDE,CA,US,light,5,I witnessed a tiny dot of light move across the sky laterally at a VERY high rate of speed.,33.7797222,-116.4644444,2008,9,19,21,50,2008,10,31,33.7797222,-116.4644444,2008-09-19,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,fireball,15,Two fireballs shot across the sky towards downtown los angeles,34.0522222,-118.2427778,2008,9,19,11,15,2008,10,31,34.0522222,-118.2427778,2008-09-19,2008,10.08,64,UFO,10014009,2020 Decennial Census
OXNARD,VENTURA,CA,US,circle,60.3,red circle in the skys of oxnard,34.1975,-119.1761111,2008,9,19,21,10,2008,10,31,34.1975,-119.1761111,2008-09-19,2008,12.37,59.8,UFO,843843,2020 Decennial Census
SAN LUIS OBISPO,SAN LUIS OBISPO,CA,US,changing,360,a star that turned 10 times its size&#44 got dim again&#44 and then black&#44 over and over &#44 moving by perfumo canyon,35.2827778,-120.6586111,2008,9,19,23,40,2008,10,31,35.2827778,-120.6586111,2008-09-19,2008,11.01,61.1,UFO,282424,2020 Decennial Census
CAPISTRANO BEACH,ORANGE,CA,US,cigar,900,Rotating tall objects sighted over South Orange County Southern California with no sound.,33.4625,-117.6708333,2008,9,20,21,15,2008,10,31,33.4625,-117.6708333,2008-09-20,2008,7.19,65.3,UFO,3186989,2020 Decennial Census
SALINAS,MONTEREY,CA,US,sphere,60,Two faint orange objects moving in sky over Salinas,36.6777778,-121.6544444,2008,9,20,22,0,2008,10,31,36.6777778,-121.6544444,2008-09-20,2008,13.86,59.7,UFO,439035,2020 Decennial Census
SAN CLEMENTE,ORANGE,CA,US,changing,600,White/Blue Rectangular object over Orange County CA changed shape&#44 searchlight pointed at object.,33.426944399999996,-117.6111111,2008,9,20,21,0,2008,10,31,33.426944399999996,-117.6111111,2008-09-20,2008,7.19,65.3,UFO,3186989,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,circle,1200,15 small white orbs drifting high in formation west Over SF&#44 CA City Hall 9-20-08,37.775,-122.4183333,2008,9,20,15,15,2008,10,31,37.775,-122.4183333,2008-09-20,2008,13.16,56.9,UFO,873965,2020 Decennial Census
FORTUNA,HUMBOLDT,CA,US,oval,1,When reviewing pictures taken at a civil war re-enactment in Fortuna&#44 CA on September 21&#44 2008&#44 I noticed an oval/circular object in th,40.5983333,-124.1561111,2008,9,21,14,36,2008,10,31,40.5983333,-124.1561111,2008-09-21,2008,31.46,54.7,UFO,136463,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,sphere,2,Strange Object seen during Los Angles Airport (LAX) Approach...,34.0522222,-118.2427778,2008,9,21,18,0,2008,10,31,34.0522222,-118.2427778,2008-09-21,2008,10.08,64,UFO,10014009,2020 Decennial Census
SAN FERNANDO,LOS ANGELES,CA,US,sphere,2700,Dividing object over San Fernando 9/21/08 followed by two jets...,34.2819444,-118.4380556,2008,9,21,3,15,2008,10,31,34.2819444,-118.4380556,2008-09-21,2008,10.08,64,UFO,10014009,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,light,45,Flashinng light in the sky not consistent with terrestial aircraft.,38.5816667,-121.4933333,2008,9,22,21,30,2008,10,31,38.5816667,-121.4933333,2008-09-22,2008,10.35,64.4,UFO,1585055,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,triangle,25,Triangular formation of dim lights spotted moving smoothly across San Francisco night sky.,37.775,-122.4183333,2008,9,23,0,15,2008,10,31,37.775,-122.4183333,2008-09-23,2008,13.16,56.9,UFO,873965,2020 Decennial Census
SOUTH SAN FRANCISCO,SAN MATEO,CA,US,unknown,300,2:30am&#44 a very loud rumbling noise overhead&#44  strange musical sounds&#44 and greenish image projected on wall.,37.6547222,-122.4066667,2008,9,23,2,20,2008,10,31,37.6547222,-122.4066667,2008-09-23,2008,15.29,57,UFO,764442,2020 Decennial Census
SAN JACINTO,RIVERSIDE,CA,US,light,10,Red light In San Jacinto&#44 CA.,33.7838889,-116.9577778,2008,9,24,22,0,2009,12,12,33.7838889,-116.9577778,2008-09-24,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
TEMECULA,RIVERSIDE,CA,US,triangle,3600,Brightly lit object about the size and brightness of a planet in the night sky&#44 made several movements in multiple directions.,33.4936111,-117.1475,2008,9,24,23,0,2008,10,31,33.4936111,-117.1475,2008-09-24,2008,4.87,71.2,UFO,2418185,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,changing,180,GHOST-LIKE BLOB W/ 4 ROUND GHOST-LIKE BALLS INSIDE&amp;IT WAS CHANGING SHAPES SLOWLY,37.5483333,-121.9875,2008,9,25,21,45,2008,10,31,37.5483333,-121.9875,2008-09-25,2008,9.59,60.4,UFO,1682353,2020 Decennial Census
MARTINEZ,CONTRA COSTA,CA,US,oval,420,Bubble Shaped Object Spotted in Martinez&#44CA,38.0194444,-122.1330556,2008,9,26,13,52,2008,10,31,38.0194444,-122.1330556,2008-09-26,2008,9.92,61.8,UFO,1165927,2020 Decennial Census
