City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
SIMI VALLEY,VENTURA,CA,US,light,1500,A large amber light released a smaller amber light&#44 which descended and disappeared&#44 leaving the original light in 2 pieces (25 mins.).,34.2694444,-118.7805556,2008,5,22,22,30,2008,6,12,34.2694444,-118.7805556,2008-05-22,2008,12.31,51.6,UFO,843843,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,circle,120,two circles looked like clouds wit blinking lights,37.6688889,-122.0797222,2008,5,23,15,55,2008,6,12,37.6688889,-122.0797222,2008-05-23,2008,9.59,53.1,UFO,1682353,2020 Decennial Census
SIMI VALLEY,VENTURA,CA,US,circle,900,5/23/08 circular orange fire ball object went from 1 to 2 objects and droped embers,34.2694444,-118.7805556,2008,5,23,23,0,2008,6,12,34.2694444,-118.7805556,2008-05-23,2008,12.31,51.6,UFO,843843,2020 Decennial Census
VENTURA,VENTURA,CA,US,chevron,900,four illuminated chevrons that appeared to be made up of several pieces - similar to birds flying together. Ventura&#44 CA,34.2783333,-119.2922222,2008,5,24,21,40,2008,6,12,34.2783333,-119.2922222,2008-05-24,2008,12.31,51.6,UFO,843843,2020 Decennial Census
FRESNO,FRESNO,CA,US,unknown,10,I am not the witness of this event. Approximately 23:50 hours my girlfriend&#44 her sister and her boyfriend were driving on Interstate 5,36.7477778,-119.7713889,2008,5,25,23,50,2008,6,12,36.7477778,-119.7713889,2008-05-25,2008,10.93,47.8,UFO,1008654,2020 Decennial Census
MURRIETA,RIVERSIDE,CA,US,disk,1200,Flashing disc of red blue and white lights over Murrieta/Temecula that left with a comet looking flash,33.5538889,-117.2130556,2008,5,26,8,50,2008,6,12,33.5538889,-117.2130556,2008-05-26,2008,4.08,60.1,UFO,2418185,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,sphere,120,Sphere UFO in high altiude moved slowly and stopped then moved again. I could notice that the movement of the craft was different from,37.3394444,-121.8938889,2008,5,29,11,0,2008,6,12,37.3394444,-121.8938889,2008-05-29,2008,13,51.7,UFO,1936259,2020 Decennial Census
HOLLYWOOD,NA,CA,US,triangle,60,UFO in Hollywood.,34.0983333,-118.3258333,2008,5,30,5,0,2008,6,12,34.0983333,-118.3258333,2008-05-30,2008,NA,NA,UFO,NA,NA
NEWPORT BEACH,ORANGE,CA,US,disk,1200,Flying saucer with lights hovering above Newport Coast,33.6188889,-117.9280556,2008,5,30,11,0,2008,7,5,33.6188889,-117.9280556,2008-05-30,2008,7.17,59.2,UFO,3186989,2020 Decennial Census
PARAMOUNT,LOS ANGELES,CA,US,cone,420,Day time sighting of bizarre cone shaped object seen hovering aloft.,33.8894444,-118.1588889,2008,5,31,14,30,2008,6,12,33.8894444,-118.1588889,2008-05-31,2008,9.98,55.1,UFO,10014009,2020 Decennial Census
YUCAIPA,SAN BERNARDINO,CA,US,circle,180,Two orange star looking objects in yucaipa&#44 ca seen late at night were unexplain able.,34.0336111,-117.0422222,2008,5,31,2,30,2008,6,12,34.0336111,-117.0422222,2008-05-31,2008,2.83,57.7,UFO,2181654,2020 Decennial Census
CANOGA PARK,NA,CA,US,disk,15,Golden Bright Saucer.,34.2011111,-118.5972222,2008,6,1,4,0,2013,7,3,34.2011111,-118.5972222,2008-06-01,2008,NA,NA,UFO,NA,NA
LODI,SAN JOAQUIN,CA,US,light,20,Small shiney glare in sky&#44 like a  plane&#44 and disappeared rather than flew away.,38.1302778,-121.2713889,2008,6,2,1,30,2008,6,12,38.1302778,-121.2713889,2008-06-02,2008,6.95,58.6,UFO,779233,2020 Decennial Census
MODESTO,STANISLAUS,CA,US,sphere,300,ball of flame,37.6391667,-120.9958333,2008,6,2,10,45,2008,6,12,37.6391667,-120.9958333,2008-06-02,2008,7.54,57.7,UFO,552878,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,other,480,Large object -- appeared top be burning.  ((NUFORC Note:  Possible contrail??  PD)),35.3733333,-119.0177778,2008,6,4,20,0,2008,6,12,35.3733333,-119.0177778,2008-06-04,2008,4.14,57.8,UFO,909235,2020 Decennial Census
ATASCADERO,SAN LUIS OBISPO,CA,US,light,120,Saw an Object moving to the South South East and changed course and gained altitude and disappeared into the night sky.,35.489444399999996,-120.6697222,2008,6,5,21,54,2008,6,12,35.489444399999996,-120.6697222,2008-06-05,2008,11,55.5,UFO,282424,2020 Decennial Census
FRESNO,FRESNO,CA,US,light,60,Bright light southbound over Fresno&#44 Ca.,36.7477778,-119.7713889,2008,6,5,22,5,2008,6,12,36.7477778,-119.7713889,2008-06-05,2008,10.93,51.3,UFO,1008654,2020 Decennial Census
ORANGEVALE,SACRAMENTO,CA,US,sphere,12,Large white glowing like object taveling verticall.disapears under airplain.,38.6786111,-121.2247222,2008,6,5,21,30,2008,7,5,38.6786111,-121.2247222,2008-06-05,2008,10.35,58.6,UFO,1585055,2020 Decennial Census
GLENDALE,LOS ANGELES,CA,US,light,300,strange light above Glendale&#44 CA,34.1425,-118.2541667,2008,6,7,23,30,2008,6,12,34.1425,-118.2541667,2008-06-07,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
MOUNTAIN VIEW,SANTA CLARA,CA,US,triangle,360,Mysterious triangular objects over Mountain View,37.3861111,-122.0827778,2008,6,7,21,0,2008,7,5,37.3861111,-122.0827778,2008-06-07,2008,13,54.2,UFO,1936259,2020 Decennial Census
SAN LUIS OBISPO,SAN LUIS OBISPO,CA,US,other,1800,Bishop&#39s peak visitor?,35.2827778,-120.6586111,2008,6,7,22,0,2008,7,5,35.2827778,-120.6586111,2008-06-07,2008,11,55.5,UFO,282424,2020 Decennial Census
TULARE,TULARE,CA,US,sphere,180,It was a round object of amber color was seen hovering over homes&#44 it shot straight up and out of sight.,36.2077778,-119.3463889,2008,6,7,21,10,2008,6,12,36.2077778,-119.3463889,2008-06-07,2008,11.86,50.1,UFO,473117,2020 Decennial Census
MCKINLEYVILLE,HUMBOLDT,CA,US,other,180,Bright light making quick&#44 fast turns across the sky,40.9466667,-124.0994444,2008,6,8,21,36,2008,6,12,40.9466667,-124.0994444,2008-06-08,2008,31.11,48.9,UFO,136463,2020 Decennial Census
OXNARD,VENTURA,CA,US,light,600,Bright as a star it silently flew overhead turned red then disappeared into the night sky.,34.1975,-119.1761111,2008,6,8,22,0,2008,6,12,34.1975,-119.1761111,2008-06-08,2008,12.31,54.2,UFO,843843,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,circle,1500,solid&#44 white object seen over S. F. Bay in high atmosphere&#44 momentarily stationary,37.775,-122.4183333,2008,6,8,16,30,2008,6,12,37.775,-122.4183333,2008-06-08,2008,13.11,53.9,UFO,873965,2020 Decennial Census
SANTA CLARA,SANTA CLARA,CA,US,oval,300,White oval object hovered high in the sky for about three minutes,37.3541667,-121.9541667,2008,6,9,15,15,2008,7,5,37.3541667,-121.9541667,2008-06-09,2008,13,54.2,UFO,1936259,2020 Decennial Census
MORGAN HILL,SANTA CLARA,CA,US,fireball,2,I saw an enormous fireball streak from north to south in the western sky very low on the horizon.,37.1305556,-121.6533333,2008,6,10,20,50,2008,6,12,37.1305556,-121.6533333,2008-06-10,2008,13,54.2,UFO,1936259,2020 Decennial Census
VISALIA,TULARE,CA,US,oval,60,Green circular of lights spinning and zipped across the sky in Visalia California within seconds. 500 Lights On Object0: Yes,36.3302778,-119.2911111,2008,6,10,21,5,2008,6,12,36.3302778,-119.2911111,2008-06-10,2008,11.86,50.1,UFO,473117,2020 Decennial Census
CASTAIC,LOS ANGELES,CA,US,sphere,1,one bright greenish yellow  spherical object shoots across the sky,34.4888889,-118.6219444,2008,6,14,23,50,2008,7,5,34.4888889,-118.6219444,2008-06-14,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
CYPRESS,ORANGE,CA,US,fireball,2,Bright white fireball with a blue tail over Orange County.,33.8169444,-118.0363889,2008,6,14,0,0,2008,7,5,33.8169444,-118.0363889,2008-06-14,2008,7.17,61.2,UFO,3186989,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,fireball,30,Bright Fireball in the Los Angeles Sky,34.0522222,-118.2427778,2008,6,14,23,30,2008,7,5,34.0522222,-118.2427778,2008-06-14,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
PACIFIC PALISADES,NA,CA,US,flash,4,A bright flash like lightning followed by a fast moving very bright object like a comet,34.0480556,-118.5255556,2008,6,14,22,45,2008,7,5,34.0480556,-118.5255556,2008-06-14,2008,NA,NA,UFO,NA,NA
PANORAMA CITY,LOS ANGELES,CA,US,circle,1200,panorama city ca silver circle space sheep ufo 20 minutes over my house 6/14/08,34.2247222,-118.4488889,2008,6,14,17,40,2008,7,5,34.2247222,-118.4488889,2008-06-14,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
SAN BERNARDINO,SAN BERNARDINO,CA,US,circle,4,Bright white round object with orange and purple tail at high speed observed in mountains - 3 adult witnesses,34.1083333,-117.2888889,2008,6,14,23,50,2008,7,5,34.1083333,-117.2888889,2008-06-14,2008,2.83,62,UFO,2181654,2020 Decennial Census
CHULA VISTA,SAN DIEGO,CA,US,rectangle,900,clear rectangular plastic bag object with lights and hovering powers&#44 with no sound only soft humm&#33,32.64,-117.0833333,2008,6,15,21,0,2011,12,12,32.64,-117.0833333,2008-06-15,2008,8.68,59.1,UFO,3298634,2020 Decennial Census
CORONA,RIVERSIDE,CA,US,fireball,5,Green Fireball witnessed over Corona&#44 CA,33.8752778,-117.5655556,2008,6,15,0,0,2008,7,5,33.8752778,-117.5655556,2008-06-15,2008,4.08,64.1,UFO,2418185,2020 Decennial Census
ORANGE,ORANGE,CA,US,flash,3,Very large blue flashing light falling fast from the sky in Orange&#44 Califronia (twice in ten minutes).,33.7877778,-117.8522222,2008,6,15,0,0,2008,7,5,33.7877778,-117.8522222,2008-06-15,2008,7.17,61.2,UFO,3186989,2020 Decennial Census
SUN CITY,RIVERSIDE,CA,US,fireball,120,Fireball and something &quot;falling&quot; from it viewed over Sun City California&#44 June 16&#44 2008,33.7091667,-117.1963889,2008,6,16,22,0,2008,7,5,33.7091667,-117.1963889,2008-06-16,2008,4.08,64.1,UFO,2418185,2020 Decennial Census
CALEXICO,IMPERIAL,CA,US,triangle,120,i was outside and i waslooking at the sky when i see the lights in shaped of a triangle and it hovered slowly from south to the north.,32.6788889,-115.4980556,2008,6,17,12,30,2008,7,5,32.6788889,-115.4980556,2008-06-17,2008,0.99,69.6,UFO,179702,2020 Decennial Census
NORWALK,LOS ANGELES,CA,US,disk,1200,UPDATED REPORT- 3 different objects in the sky Norwalk&#44CA,33.9022222,-118.0808333,2008,6,18,18,20,2009,3,19,33.9022222,-118.0808333,2008-06-18,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
NORWALK,LOS ANGELES,CA,US,oval,1200,3 different objects in th sky Norwalk.CA,33.9022222,-118.0808333,2008,6,18,18,20,2008,7,5,33.9022222,-118.0808333,2008-06-18,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
VALLEJO,SOLANO,CA,US,triangle,7200,AS I WAS LOOKING IN UP&#44THROUQH THROUGH BINOCHULARSAND ABSURVED FLNG GRY.TRI. LONGRwingsTHNstlthWASquietBUTmdeWINDYwhen QUIET&#44andFOG/MST,38.1041667,-122.2555556,2008,6,18,1,15,2008,7,5,38.1041667,-122.2555556,2008-06-18,2008,11.4,57.8,UFO,453491,2020 Decennial Census
BARSTOW,SAN BERNARDINO,CA,US,oval,660,Object observed over mountain rage for several minutes before shooting strigh up and out of sight.,34.8986111,-117.0219444,2008,6,19,20,40,2008,7,5,34.8986111,-117.0219444,2008-06-19,2008,2.83,62,UFO,2181654,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,other,120,Fast Moving,37.5483333,-121.9875,2008,6,19,17,0,2008,7,5,37.5483333,-121.9875,2008-06-19,2008,9.59,55.5,UFO,1682353,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,triangle,6,Sighting in San Francisco,37.775,-122.4183333,2008,6,19,21,30,2008,7,5,37.775,-122.4183333,2008-06-19,2008,13.11,53.9,UFO,873965,2020 Decennial Census
VENTURA,VENTURA,CA,US,changing,20,Bright orange object&#44 incredible speed&#44 diamond shaped and turning,34.2783333,-119.2922222,2008,6,19,0,30,2008,7,5,34.2783333,-119.2922222,2008-06-19,2008,12.31,54.2,UFO,843843,2020 Decennial Census
CHATSWORTH,LOS ANGELES,CA,US,changing,300,Solid light in a boomerang shape slowly moves across Chatsworth&#44 CA sky.,34.2572222,-118.6002778,2008,6,20,1,0,2008,7,5,34.2572222,-118.6002778,2008-06-20,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
CLOVERDALE,SONOMA,CA,US,sphere,45,bright red sphere moved radically in a clear starry night sky and we got the feeling that we were being watched after it  disappeared.,38.8055556,-123.0161111,2008,6,20,2,0,2009,3,19,38.8055556,-123.0161111,2008-06-20,2008,21.23,53.8,UFO,488863,2020 Decennial Census
PALMDALE,LOS ANGELES,CA,US,light,120,Unidentified orange light travelling at high speed with sudden changes in direction.,34.5794444,-118.1155556,2008,6,20,1,0,2008,7,5,34.5794444,-118.1155556,2008-06-20,2008,9.98,58.1,UFO,10014009,2020 Decennial Census
PARLIER,FRESNO,CA,US,light,300,Lost UFO Firing Up as it ascends for dissapearing in an instant.  ((NUFORC Note:  Hoax&#44 or not&#44 we cannot be certain.  PD)),36.6116667,-119.5261111,2008,6,20,12,40,2008,7,5,36.6116667,-119.5261111,2008-06-20,2008,10.93,51.3,UFO,1008654,2020 Decennial Census
PETALUMA,SONOMA,CA,US,cigar,300,My girlfriend reported seeing a cigar shaped craft with blinking lights around the middle south east of town as she stepped outside.,38.2325,-122.6355556,2008,6,20,22,0,2008,7,5,38.2325,-122.6355556,2008-06-20,2008,21.23,53.8,UFO,488863,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,fireball,120,FRONT: LARGE BRIGHT WIDE LIGHT/ THE TAIL END CIGAR/SILVER OR WHITE . ABOUT 5 MILES AWAY&#44 VERY CLEAR NIGHT,34.4208333,-119.6972222,2008,6,20,0,30,2008,7,5,34.4208333,-119.6972222,2008-06-20,2008,15.17,54.9,UFO,448229,2020 Decennial Census
DANA POINT,ORANGE,CA,US,disk,60,01:15 06/21/08 observed disk shape craft over ocean in Dana Point / Laguna Beach area,33.4669444,-117.6972222,2008,6,21,1,15,2008,7,5,33.4669444,-117.6972222,2008-06-21,2008,7.17,61.2,UFO,3186989,2020 Decennial Census
LAKE ARROWHEAD,SAN BERNARDINO,CA,US,other,20,Moving star&#44 among stars,34.2483333,-117.1883333,2008,6,21,23,0,2008,10,31,34.2483333,-117.1883333,2008-06-21,2008,2.83,62,UFO,2181654,2020 Decennial Census
NORTH HOLLYWOOD,NA,CA,US,sphere,90,6-21-08 Spherical UFO in North Hollywood CA,34.1722222,-118.3780556,2008,6,21,20,0,2008,7,5,34.1722222,-118.3780556,2008-06-21,2008,NA,NA,UFO,NA,NA
WINNETKA,NA,CA,US,teardrop,10,shiny object in the clear sky hoovering&#44 then suddenly disappears,34.2133333,-118.5711111,2008,6,21,11,9,2008,7,5,34.2133333,-118.5711111,2008-06-21,2008,NA,NA,UFO,NA,NA
AGOURA HILLS,NA,CA,US,light,600,Strong&#44 pulsating light that changed colors from red to green to white.  Object appeared stationery in sky,34.1363889,-118.7736111,2008,6,22,3,0,2008,7,5,34.1363889,-118.7736111,2008-06-22,2008,NA,NA,UFO,NA,NA
SANTA CLARA,SANTA CLARA,CA,US,light,6,two lights moving very fast high in the night sky on June 22&#442008,37.3541667,-121.9541667,2008,6,22,11,0,2009,1,10,37.3541667,-121.9541667,2008-06-22,2008,13,54.2,UFO,1936259,2020 Decennial Census
SANTA CLARA,SANTA CLARA,CA,US,rectangle,6,Two lights moving very fast high in the night sky,37.3541667,-121.9541667,2008,6,22,23,0,2008,7,5,37.3541667,-121.9541667,2008-06-22,2008,13,54.2,UFO,1936259,2020 Decennial Census
SIMI VALLEY,VENTURA,CA,US,light,900,I got off of work looked to southern sky saw a red bright light no blinking.I thought wow mars is really red. I drove home looked up in,34.2694444,-118.7805556,2008,6,23,12,3,2008,7,5,34.2694444,-118.7805556,2008-06-23,2008,12.31,54.2,UFO,843843,2020 Decennial Census
COSTA MESA,ORANGE,CA,US,other,2,Extremely fast&#44 dark gray colored octagonal craft with equidistant dim red lights,33.6411111,-117.9177778,2008,6,28,0,0,2008,7,5,33.6411111,-117.9177778,2008-06-28,2008,7.17,61.2,UFO,3186989,2020 Decennial Census
LONE PINE,INYO,CA,US,oval,300,Saw a flat&#44 elongated&#44 oval-shaped&#44 grayish object with three lights on the underside gliding silently east of Death Valley,36.6061111,-118.0619444,2008,6,28,22,30,2008,7,5,36.6061111,-118.0619444,2008-06-28,2008,3.1,56.2,UFO,19016,2020 Decennial Census
SAN RAMON,CONTRA COSTA,CA,US,disk,300,Disc/Saucer shaped with running lights,37.78,-121.9769444,2008,6,29,21,0,2008,7,5,37.78,-121.9769444,2008-06-29,2008,9.92,56.7,UFO,1165927,2020 Decennial Census
CLOVIS,FRESNO,CA,US,circle,900,LARGE CIRCLE CRAFT RED ORANGE LIGHTS  ((NUFORC Note:  Student report.  PD)),36.8252778,-119.7019444,2008,6,30,9,0,2010,4,13,36.8252778,-119.7019444,2008-06-30,2008,10.93,51.3,UFO,1008654,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,light,120,Three Orange Lights in the sky above Garden Grove&#44 CA,33.7738889,-117.9405556,2008,7,4,22,50,2008,8,12,33.7738889,-117.9405556,2008-07-04,2008,7.18,62.9,UFO,3186989,2020 Decennial Census
OXNARD,VENTURA,CA,US,other,180,Unusual movement for stars,34.1975,-119.1761111,2008,7,4,22,15,2008,7,5,34.1975,-119.1761111,2008-07-04,2008,12.31,56.6,UFO,843843,2020 Decennial Census
PALMDALE,LOS ANGELES,CA,US,fireball,180,A FIREBALL ACROSS THE SKY FOR 3 MIN AND TOOK OFF HIGH RATE OFF SPEED INTO SPACE.,34.5794444,-118.1155556,2008,7,4,21,25,2008,8,12,34.5794444,-118.1155556,2008-07-04,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
DALY CITY,SAN MATEO,CA,US,disk,2,smooth shiny silver metal craft,37.7058333,-122.4608333,2008,7,5,14,0,2008,8,12,37.7058333,-122.4608333,2008-07-05,2008,15.27,54.9,UFO,764442,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,unknown,3600,LAX AREA BRIGTH LIGHT MOVE IN CIRCULAR MOTION. VERY HIGH,34.0522222,-118.2427778,2008,7,5,0,0,2008,7,5,34.0522222,-118.2427778,2008-07-05,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
LUCERNE VALLEY,SAN BERNARDINO,CA,US,unknown,6,10:51pm 07/05/08 extremely fast and went well above and beyond normal air traffic that was flying at the same time my fiance had quit s,34.4438889,-116.9669444,2008,7,5,22,51,2008,8,12,34.4438889,-116.9669444,2008-07-05,2008,3.26,65.7,UFO,2181654,2020 Decennial Census
SIERRA MADRE,LOS ANGELES,CA,US,rectangle,120,Two rows of parallel flashing lights on a vehicle as large as a blimp,34.1616667,-118.0519444,2008,7,6,22,0,2008,10,31,34.1616667,-118.0519444,2008-07-06,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
TEMECULA,RIVERSIDE,CA,US,sphere,3600,Blue Green and multi colored Orb  2 pix 1 filmclip,33.4936111,-117.1475,2008,7,6,22,30,2008,8,12,33.4936111,-117.1475,2008-07-06,2008,4.38,67.4,UFO,2418185,2020 Decennial Census
FOLSOM,SACRAMENTO,CA,US,circle,30,A bright&#44 big circular object over Folsom&#44 California,38.6780556,-121.175,2008,7,9,22,15,2009,3,19,38.6780556,-121.175,2008-07-09,2008,10.35,61.2,UFO,1585055,2020 Decennial Census
SOLANA BEACH,SAN DIEGO,CA,US,disk,1800,Balloon-like hovering star-shaped disk hovered and drifted in a controlled manner. Did not float away like a typical helium balloon.,32.9911111,-117.2702778,2008,7,9,19,0,2008,8,12,32.9911111,-117.2702778,2008-07-09,2008,8.7,61.6,UFO,3298634,2020 Decennial Census
YUCCA VALLEY,SAN BERNARDINO,CA,US,unknown,10,Amber Lights,34.1141667,-116.4313889,2008,7,9,22,35,2008,8,12,34.1141667,-116.4313889,2008-07-09,2008,3.26,65.7,UFO,2181654,2020 Decennial Census
RIALTO,SAN BERNARDINO,CA,US,light,9000,Ziggzagging white and red/white lights over Rialto&#44 CA,34.1063889,-117.3694444,2008,7,12,23,40,2008,8,12,34.1063889,-117.3694444,2008-07-12,2008,3.26,65.7,UFO,2181654,2020 Decennial Census
ESCONDIDO,SAN DIEGO,CA,US,light,600,Unusual&#44 pulsating blue light near Cygnus,33.1191667,-117.0855556,2008,7,14,22,1,2008,8,12,33.1191667,-117.0855556,2008-07-14,2008,8.7,61.6,UFO,3298634,2020 Decennial Census
RANCHO CUCAMONGA,SAN BERNARDINO,CA,US,light,900,Light travelling&#44 then glowing brightly and disappearing.  Saw 2 within 20 minutes.,34.1063889,-117.5922222,2008,7,14,21,20,2008,8,12,34.1063889,-117.5922222,2008-07-14,2008,3.26,65.7,UFO,2181654,2020 Decennial Census
LONG BEACH,LOS ANGELES,CA,US,fireball,15,Long Beach California red/purple/pink fireball falling from the sky for about 15-20 seconds,33.7669444,-118.1883333,2008,7,15,20,0,2008,8,12,33.7669444,-118.1883333,2008-07-15,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
PHELAN,SAN BERNARDINO,CA,US,circle,600,Red flashing lights and phantom dogs,34.4261111,-117.5713889,2008,7,16,5,30,2008,8,12,34.4261111,-117.5713889,2008-07-16,2008,3.26,65.7,UFO,2181654,2020 Decennial Census
HEMET,RIVERSIDE,CA,US,oval,60,Orange object flying near jetliner.,33.7475,-116.9711111,2008,7,18,20,0,2008,8,12,33.7475,-116.9711111,2008-07-18,2008,4.38,67.4,UFO,2418185,2020 Decennial Census
DANA POINT,ORANGE,CA,US,triangle,60,Moved like regular aircraft but no sound and no lights,33.4669444,-117.6972222,2008,7,19,21,0,2008,8,12,33.4669444,-117.6972222,2008-07-19,2008,7.18,62.9,UFO,3186989,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,other,3600,The Objects that looked like the moon or a planet.,32.7152778,-117.1563889,2008,7,19,0,0,2008,8,12,32.7152778,-117.1563889,2008-07-19,2008,8.7,61.6,UFO,3298634,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,cylinder,20,A black cylinder floated in the sky.,37.5483333,-121.9875,2008,7,20,13,0,2008,8,12,37.5483333,-121.9875,2008-07-20,2008,9.59,57.6,UFO,1682353,2020 Decennial Census
GRIDLEY,BUTTE,CA,US,formation,240,Silent Lights,39.3638889,-121.6925,2008,7,21,21,21,2008,8,12,39.3638889,-121.6925,2008-07-21,2008,18.43,58.6,UFO,211632,2020 Decennial Census
MIRA LOMA,RIVERSIDE,CA,US,other,6,a fire trail and fire ball explosion about 20 miles southwest of large airport - possible magnetic effects.,33.9925,-117.5155556,2008,7,22,21,20,2008,8,12,33.9925,-117.5155556,2008-07-22,2008,4.38,67.4,UFO,2418185,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,circle,240,Neon green and red lights seen &quot;Danicing&quot; in the Eastern Bakersfield skies,35.3733333,-119.0177778,2008,7,25,3,35,2008,8,12,35.3733333,-119.0177778,2008-07-25,2008,4.34,61.2,UFO,909235,2020 Decennial Census
ORLEANS,HUMBOLDT,CA,US,light,180,4 star-like moving objects come from different directions in sky&#44 then circle around each other before taking off in different directio,41.3016667,-123.54,2008,7,25,22,0,2011,10,10,41.3016667,-123.54,2008-07-25,2008,31.16,51.4,UFO,136463,2020 Decennial Census
VAN NUYS,LOS ANGELES,CA,US,diamond,900,Strange object hovering over the city.,34.1866667,-118.4480556,2008,7,25,20,15,2008,8,12,34.1866667,-118.4480556,2008-07-25,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
OJAI,VENTURA,CA,US,changing,900,Red&#44 white&#44 changing object moving around erratically over Santa Barbara&#44 Ventura&#44 Ojai area,34.448055600000004,-119.2419444,2008,7,26,0,30,2008,8,12,34.448055600000004,-119.2419444,2008-07-26,2008,12.31,56.6,UFO,843843,2020 Decennial Census
SEBASTOPOL,SONOMA,CA,US,triangle,5,Extremely Bright&#44 Triangular shape over St Stevens&#44 Sebastopol.,38.4022222,-122.8227778,2008,7,26,22,0,2008,8,12,38.4022222,-122.8227778,2008-07-26,2008,21.23,55.7,UFO,488863,2020 Decennial Census
NORWALK,LOS ANGELES,CA,US,flash,30,Bright Flash greenish blue,33.9022222,-118.0808333,2008,7,28,1,45,2008,8,12,33.9022222,-118.0808333,2008-07-28,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,circle,6,A low elevation very bright circular blue/white light moved extremely fast across the sky for 5 or 6 seconds&#44 made no noise.,38.5816667,-121.4933333,2008,7,29,5,35,2008,8,12,38.5816667,-121.4933333,2008-07-29,2008,10.35,61.2,UFO,1585055,2020 Decennial Census
PALMDALE,LOS ANGELES,CA,US,oval,300,orange oval shape sat in the sky then disapperad and re-appered when two jets approached.,34.5794444,-118.1155556,2008,7,30,18,0,2008,10,31,34.5794444,-118.1155556,2008-07-30,2008,10.06,60.7,UFO,10014009,2020 Decennial Census
ROSEVILLE,PLACER,CA,US,cylinder,600,Object  in the sky  that was in a stationary position  for 10 minutes before disapearing,38.7522222,-121.2869444,2008,7,30,10,0,2008,8,12,38.7522222,-121.2869444,2008-07-30,2008,21.44,52.2,UFO,404739,2020 Decennial Census
RED BLUFF,TEHAMA,CA,US,circle,60,Light In The Sky,40.1786111,-122.2347222,2008,7,31,23,45,2008,8,12,40.1786111,-122.2347222,2008-07-31,2008,16.69,57.3,UFO,65829,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,light,300,Yellow/Orange Lights Over Burbank,34.1808333,-118.3080556,2008,8,1,23,30,2008,10,31,34.1808333,-118.3080556,2008-08-01,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
FULLERTON,ORANGE,CA,US,flash,5,BLUE FLASH,33.8702778,-117.9244444,2008,8,1,20,30,2008,8,12,33.8702778,-117.9244444,2008-08-01,2008,7.18,64.3,UFO,3186989,2020 Decennial Census
LA PUENTE,LOS ANGELES,CA,US,oval,4,OVAL OBJECT WITH ELECTRIC BLUE LIGHTS FLY&#39S OVER LA PUENTE,34.02,-117.9486111,2008,8,1,0,40,2008,8,12,34.02,-117.9486111,2008-08-01,2008,10.06,62.8,UFO,10014009,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,circle,300,Two white lights moving together over San Francisco,37.775,-122.4183333,2008,8,1,16,15,2008,8,12,37.775,-122.4183333,2008-08-01,2008,13.16,56.1,UFO,873965,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,flash,3,Large flash&#44 bright streak in the sky,33.9533333,-117.3952778,2008,8,2,22,32,2008,8,12,33.9533333,-117.3952778,2008-08-02,2008,4.77,69.8,UFO,2418185,2020 Decennial Census
RIVERSIDE,RIVERSIDE,CA,US,light,60,Bright flash followed by glowing&#44 blinking object,33.9533333,-117.3952778,2008,8,2,21,30,2008,8,12,33.9533333,-117.3952778,2008-08-02,2008,4.77,69.8,UFO,2418185,2020 Decennial Census
